seed,lr,batch_size,acc,f1
1234,1e-5,16,0.6565231779059197,0.4515160578137354
1235,1e-5,16,0.6584854476804959,0.4538197155604273
1236,1e-5,16,0.6605110049840827,0.45294754304258006
1237,1e-5,16,0.6750514868479188,0.46770214593355286
1238,1e-5,16,0.6756984929546602,0.47083060993620773
