seed,lr,batch_size,acc,f1
1234,1e-4,8,0.6798999627239425,0.479301341015435
1235,1e-4,8,0.6799088471704349,0.4759772161565341
1236,1e-4,8,0.6812596771698433,0.4702804637650141
1237,1e-4,8,0.6725168216063372,0.4709686583645059
1238,1e-4,8,0.675152786270365,0.48260219181951697
