seed,lr,batch_size,acc,f1
1234,1e-5,16,0.8131892865181184,0.48386564979176266
1235,1e-5,16,0.7853927526446095,0.5080981059606265
1236,1e-5,16,0.7932703128516767,0.4686389723066696
1237,1e-5,16,0.8317578212919199,0.5613926665068573
1238,1e-5,16,0.8308575286968264,0.5217260052331372
