seed,lr,batch_size,acc,f1
1234,5e-5,8,0.8587665991447221,0.6024099946848351
1235,5e-5,8,0.8595543551654288,0.6082985010965185
1236,5e-5,8,0.8582039162727887,0.5870553301825886
1237,5e-5,8,0.8687823542651362,0.5905702371656699
1238,5e-5,8,0.8652937204591492,0.6063364534315483
