seed,lr,batch_size,acc,f1
1234,5e-5,16,0.6801401924085312,0.48566148360827727
1235,5e-5,16,0.6853514178917243,0.47808611702782894
1236,5e-5,16,0.6719617437731294,0.47800607356667646
1237,5e-5,16,0.6734363175246011,0.47821853494642
1238,5e-5,16,0.6740692023319639,0.47398315278332426
